"5uM_10h"	"5uM_10h.1"	"5uM_10h.2"	"5uM_10h.3"	"5uM_10h.4"	"5uM_10h.5"	"10uM_10h"	"10uM_10h.1"	"10uM_10h.2"	"10uM_10h.3"	"10uM_10h.4"	"10uM_10h.5"	"UT_24h"	"UT_24h.1"	"UT_24h.2"	"UT_24h.3"	"UT_24h.4"	"UT_24h.5"	"5uM_24h"	"5uM_24h.1"	"5uM_24h.2"	"5uM_24h.3"	"5uM_24h.4"	"5uM_24h.5"	"10uM_24h"	"10uM_24h.1"	"10uM_24h.2"	"10uM_24h.3"	"10uM_24h.4"	"10uM_24h.5"	"UT_48h"	"UT_48h.1"	"UT_48h.2"	"UT_48h.3"	"UT_48h.4"	"UT_48h.5"	"Veh_48h"	"Veh_48h.1"	"Veh_48h.2"	"Veh_48h.3"	"Veh_48h.4"	"Veh_48h.5"	"5uM_48h"	"5uM_48h.1"	"5uM_48h.2"	"5uM_48h.3"	"5uM_48h.4"	"5uM_48h.5"	"Veh_72h"	"Veh_72h.1"	"Veh_72h.2"	"Veh_72h.3"	"Veh_72h.4"	"Veh_72h.5"
"N-formylmethionine"	131275	137123	116636	126106	128197	133592	125349	114580	116439	123264	125911	147920	230525	240543	235510	227338	235519	233947	198138	229816	201465	161392	184319	182090	213844	228006	204993	189571	209374	196676	420546	400754	445595	54686	421256	419655	299231	313541	390078	161397	382182	436160	262165	229050	263526	232847	248756	227451	394851	384685	521749	537201	605437	606610
"N-glycolylneuraminate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	13781	24525	NA	47169	NA	48710	57890	NA	56372	NA	35894	24607	NA	NA	27717	69184	37799	NA	28083	35127	81339	21580	36557	NA	NA	28376	52163	NA	40061	29330	NA	NA	20991	75007	62109	22017	NA	NA	32258	42826	NA	88788	59902	75917	100396
"N-methylproline"	202425	195810	NA	148230	103002	NA	NA	216321	156537	187853	143141	NA	251280	293280	348945	317468	93891	328781	267630	201367	157435	133069	NA	58909	318675	NA	322545	157306	255417	211228	196579	237183	517144	NA	NA	265562	271750	240745	325462	124397	197301	467696	176340	275095	158644	353189	219312	202026	533982	169996	597724	410088	331155	470935
"N-palmitoyl-sphingosine (d18:1/16:0)"	817436	586294	588446	830318	659794	1003925	1077741	584493	580654	856865	747207	1136148	421583	715234	619455	685851	223065	648668	650747	901799	737660	687712	599682	819570	459087	986268	504156	577644	1043908	1474882	1379610	2570913	767571	114866	1327015	2656981	1540654	1626336	1261920	902389	791911	2036407	1333171	1685246	876513	1418844	595630	1566334	2079666	3038241	1944307	2058819	2884805	3172410
"N-stearoyltaurine"	NA	NA	66467	NA	55808	41222	NA	NA	56616	NA	NA	NA	110267	107261	74596	92452	NA	128263	118933	127775	135052	90182	NA	85951	59961	95959	107336	57548	NA	118507	163970	105397	139570	NA	157132	157219	108025	115812	200854	NA	127072	148129	137249	182754	186579	137861	146983	150276	182170	152833	245480	188340	292475	276864
"N2-acetyllysine/N6-acetyllysine"	NA	95873	65874	32963	NA	51687	64835	55274	107585	33857	26417	42611	111126	82372	31181	100919	78330	105595	74511	NA	NA	22277	45829	45276	89376	NA	71416	NA	46885	72971	100085	63353	219771	NA	62746	115430	62072	80523	92040	NA	94009	90576	98161	98761	49782	67808	85495	73324	189770	61056	275638	137437	223245	219493
"N6,N6,N6-trimethyllysine"	439871	725000	616793	378136	379789	344160	665261	776259	672543	447934	584775	483470	832818	959851	529972	908671	441017	826780	811370	622776	529400	451759	410395	499196	1128240	694058	837974	670193	625900	1017431	1184627	1206534	1544548	163684	1197543	1364867	932359	1100308	1237781	516464	1074238	887979	1512514	1458902	810822	1393853	895551	1006188	2049862	1100037	2834186	1752839	2569178	2774547
"nicotinamide"	3981661	6211377	5401754	4441349	4280894	5424110	5053858	6604286	5077498	3601279	4861644	4045666	6554536	6934985	6720471	6446639	5967879	7102750	5931641	7085914	5957501	4669895	4339292	5446386	5811292	5579726	5986870	3970963	5608932	6475888	6278546	10053018	8987065	2515848	9388899	8241312	7323279	9698195	7287539	5042880	6837815	7423275	8212043	9532263	7250873	8146267	7408822	6310207	12533872	14647314	11490513	10990112	16429355	12347269
"nicotinamide adenine dinucleotide (NAD+)"	5877781	5834348	5386179	5743688	5205226	5415670	5929474	4761666	5046466	5630307	4653066	5370105	8584282	8097277	7524427	8431206	8272009	8139233	7119275	6752949	6737183	6729758	6214422	6178835	6730201	6820238	6465745	6103718	6707996	5704157	11495897	11914672	10780724	2904017	10868113	10900964	9053457	9661851	10579926	6140548	10914255	11756167	8523985	8021274	8390864	7368102	7702847	7428317	12364042	11361263	13513906	14301956	14481184	14646232
"nicotinamide adenine dinucleotide reduced (NADH)"	368857	178830	345297	434413	414266	310944	488133	88489	315599	499533	452874	444819	409953	371414	884428	1072723	416311	629582	588555	532606	533084	377882	539517	498003	741075	672759	557373	742690	633017	757210	1674887	1256421	2244182	300690	1633450	2767457	812247	588878	1887302	714379	1390580	2221296	1033855	842080	896847	982845	916084	831835	1440204	943864	4269366	3855466	2635413	3481382
"nicotinamide ribonucleotide (NMN)"	33436	NA	36207	19221	22870	25733	53228	69529	34487	24282	27711	NA	109703	127726	42362	84585	62070	126014	59011	43121	49925	44431	NA	43292	111000	47841	64259	36475	63287	95164	135213	121849	150577	13018	71076	120842	87960	107989	69635	57263	104318	113923	107831	159261	101836	128539	81936	92918	708693	107801	248750	191614	87136	291685
"nicotinamide riboside"	65415	146662	123140	64913	88080	104780	139042	141067	154248	117026	89968	76286	145068	196239	81310	182398	73342	189537	227432	194705	145887	125982	93937	115064	360889	138529	261520	137841	171401	316617	118756	145794	296811	31660	149250	219907	189384	203918	157713	92463	147979	184167	302525	245739	169606	332489	215150	228603	250609	105902	397254	278857	247316	351815
"O-methyltyrosine"	174769	344601	317225	166110	154194	263182	320535	150008	315197	237656	201730	220297	651255	592996	172260	579342	443002	630647	534434	386219	305143	316596	202341	286807	632185	256948	547491	310965	376137	578515	423216	431325	1011587	155070	416980	574920	672243	760860	611266	370678	511369	525710	602446	529747	406485	629014	390287	399412	919236	214007	1068566	536507	783840	1079096
"octanoylcarnitine"	90221	173229	42339	63643	51975	43515	113586	254515	69540	84420	54384	63594	112474	110961	NA	NA	107364	123904	50137	51916	54034	63584	NA	73428	49820	74401	33961	48657	65112	70406	70039	102989	48166	NA	31045	NA	32633	41184	NA	NA	32864	NA	27053	31556	NA	NA	NA	33829	57877	51255	53029	40507	61275	43696
"oleamide"	1571155584	1584293760	1897207168	1652370688	1670834816	1779945472	2216355840	1643333632	3110133248	2136358784	2144957568	2271492864	2128638976	1567572352	1329297408	1655129984	1173860224	2264186112	1663729664	2039852544	1934604160	2545783296	1587776640	2960426240	1371181312	1783987840	2470280448	1579058560	2425969664	1401150848	2003008896	1777124480	3557242624	1612517376	1519383680	1862669440	1673659520	1121930624	2342586880	1869884800	1889693696	1904007296	2829641984	1721970816	2645133568	2065843712	2173538048	1762308224	1772843776	1903753344	2001143680	2977134080	3102579712	2005993600
"oleoylcarnitine"	1605137	2620668	1177989	1334427	1522061	1517578	2708140	3205052	1883779	2231512	1639298	1194772	1147728	1067271	520530	480860	928816	697004	1022910	1352369	1345732	1316764	1396550	1296733	1192692	1426855	1086172	1486108	2023753	1682033	730007	803312	290262	NA	357321	336482	334723	316182	313047	166755	272756	364550	517948	614840	643008	407156	603905	596824	321558	336714	334498	363734	316118	277532
"ophthalmate"	79792	NA	157407	91781	93683	100811	161465	197648	164377	145130	NA	101527	84932	204177	92248	219976	106861	191903	151127	110736	97022	77032	85916	108788	185053	101473	151951	28171	NA	252268	131263	161102	239496	51713	123189	234242	148440	166244	106098	93534	121240	143013	306526	218774	121033	254570	NA	NA	312673	159868	586666	284040	326548	669451
"ornithine"	1172371	1387036	1684851	1186943	1356974	1419731	1720402	1878579	2565952	1275801	3062507	1164235	3555934	3823806	2670538	5188796	2688152	4006610	3645263	2713206	1860770	1788185	1685265	1976883	4343298	2144605	3514276	2403250	2417792	3205771	3892627	4641689	11879010	2317460	7720328	10364006	7749281	7973311	4858862	3149139	7264183	6823311	5889927	4805333	3619400	5781937	4622425	3980631	16904252	9220708	24070024	13262012	15987416	20905896
"orotate"	191023	179860	67328	121197	188544	196845	224247	205021	134197	192450	293251	239287	1465547	1263529	976590	1167982	1178809	991298	332682	410554	471304	394342	624559	538524	300048	305630	278257	244671	378418	309626	2028669	1209613	2066613	578175	1520763	1740530	1015870	1150034	1651121	1314009	2176089	1737679	766302	529534	532379	395078	561527	402536	1736139	529885	2249936	2949220	3298461	2538001
"orotidine"	1174832	892736	711432	1043084	742043	754192	1129560	822266	862205	990241	818964	844606	2473403	2261900	1965189	2511779	1967482	2093066	1880633	2127466	1404264	1489845	1617371	1540359	1725583	2074947	1570426	1597447	1632040	1466890	6042043	5973956	5678407	1349054	5407212	6137860	4357617	4345050	5760187	2947691	5782559	5993223	3908731	2979378	3234214	3379853	2993127	2805274	7592627	6599789	6808362	9584387	8505502	7251385
"palmitic amide"	98471760	98886256	111187480	106765368	101515056	102573704	91375928	105936464	137671840	149270256	75963768	114497496	132282312	94685880	86603344	108716352	66769992	110355904	101817136	122413296	132357120	159982016	116343688	127566376	94950872	125078328	86687064	108886288	95760992	94681968	127346216	124540784	175217936	113221208	97396120	145498896	112787672	80395288	145626640	134469504	119883656	124330344	121060472	119453840	104735568	69968040	76225432	123790920	114661680	115419224	135665856	179895152	130506288	141700960
"palmitoleoylcarnitine*"	438803	818666	350832	293360	405676	419921	746679	1059522	517984	629790	485440	377572	370496	285535	120748	141734	306437	258503	270684	285646	350467	382578	288381	350191	250752	297791	263955	328240	408623	356464	184550	221436	84575	NA	NA	78123	NA	74907	NA	38941	77615	61761	83512	93765	93110	90573	106413	68592	76670	79160	84560	88208	50998	43960
"palmitoyl dihydrosphingomyelin (d18:0/16:0)*"	906188	818029	645444	828796	945798	1034801	996213	631637	532169	752994	734297	807002	557156	777307	869709	1009937	588387	746352	764048	930714	803390	847276	669548	818059	412771	748217	451095	639594	869674	822877	938209	1825177	574402	207295	984648	1302977	1258546	1299579	1013472	756200	825826	1435419	851818	1115786	776052	833134	447286	821854	1229707	1557361	723016	1227345	1513874	1476020
"palmitoyl sphingomyelin (d18:1/16:0)"	26005296	20655228	20565600	25222092	24884242	27095122	29218836	18956492	18117736	24224582	21177268	24938246	17791680	22540502	27224002	33740592	20953246	24938320	25474838	30592986	28823978	30606780	25062756	29365912	17397796	26488850	19595024	26623236	33262410	33471336	31718676	56529712	23520062	6500747	40747260	44325576	36063200	39678608	37985816	24393816	29813504	50747524	30948944	38722644	25618006	29755256	20661550	34511920	41661708	50304868	37039700	47859668	63676584	64783336
"palmitoylcarnitine"	1318754	2525933	1009762	1140658	1392490	1420779	2289109	3109663	1710907	2195131	1513297	1248058	1221287	1124157	508243	616610	1149525	770930	932628	1141288	1300689	1257588	1202123	1090070	1015805	1150450	894415	1236506	1541251	1371202	1322831	1393156	556765	171217	761148	657762	465282	524607	599244	368657	545255	686709	746694	631269	726899	485354	594419	645404	763056	658789	940427	1075513	847164	788964
"pantothenate"	92308912	192616416	180922336	88792728	134185328	136473136	196853488	207888032	198856928	110272448	124951328	97196864	193360176	222156496	125771296	219283600	137694016	210805648	259718080	160464416	140178896	169954720	145425744	147996704	300338272	160694064	255864832	163851760	195832704	290488576	106098056	133843104	245769296	31730038	110742136	152328256	195371440	209091904	136299424	97400792	159417168	128757992	244686816	230091808	138209360	228577216	150556608	134195352	188097952	80201008	188186576	139681792	111204264	192032672
"penicillin G"	950545	644902	1175017	1519523	1936684	822016	1447131	656441	1159618	1213906	8713343	1075353	1446381	1118277	1777801	1594050	1053559	1091626	1146780	947833	584404	867161	771500	578239	1405413	1106288	939565	996430	1229558	804848	1836511	1673800	1806210	437936	2006034	1760658	1309091	1252434	1466744	814590	1704592	1535381	1104958	961161	782048	1002172	1802556	866540	1236312	928708	1983053	1761172	1742375	1789624
"phenol red"	96381	71941	184909	171485	220203	143618	162846	85417	172683	142696	770229	200252	133055	86560	205951	150582	89855	83645	148342	149139	117356	88730	100195	103914	183528	166519	172892	156510	186244	145332	160862	128816	192909	15516	252559	191249	140567	120501	132185	57132	214729	175118	165145	161381	189870	142822	288979	171841	173289	138030	214251	210295	259312	212744
"phenol sulfate"	36753	32959	29054	41813	39949	38436	39989	33851	61375	35852	43566	35752	NA	41232	34515	43612	49496	38095	44921	56507	51619	34215	45414	34834	72633	43054	50471	38372	52902	38495	38965	26467	56433	NA	41169	54816	41814	46165	31368	32018	62096	39948	52341	65599	59531	39225	77893	59491	49451	46127	66227	54155	73079	60237
"phenylacetylglycine"	407608	401459	467106	471363	486507	514395	473982	388486	418405	468623	590463	577561	798727	798690	766687	793609	791097	777768	988130	1012781	1008812	880311	774073	774096	988501	1081047	1057940	1034809	921242	905115	1352412	1336566	1590395	304824	1486911	1508028	1338411	1385786	1506520	728414	1450668	1467741	1753825	1645988	1812648	1728087	1626592	1518122	1682712	1652765	1765203	1741591	1972948	1817075
"phenylalanine"	10344701	12567332	13751220	7492249	8448862	9280628	14337394	12689330	14643246	7871404	17039260	10846894	18447170	19126960	20110352	23576776	15462547	22050508	15881638	12263978	12409738	10263568	10995498	10123573	19115736	14085572	17020086	11060265	13027329	18580710	22502394	22297116	31800890	4409345	24957422	30146706	17563310	19019402	14960774	7384936	18313868	18053554	16835820	14595631	11951604	18499028	14050948	14432846	31709982	21827580	46469016	21057082	38805976	40599520
"phosphate"	358903424	375361728	335899744	321237152	348019040	346163488	343898592	318701472	345926528	337979904	363594464	350618400	374221312	350936160	340335968	331127680	380817888	363390048	346626176	366759488	368779904	335799456	342035936	355150016	342566400	344391872	371501504	369934432	327243456	321713248	348775584	319947136	367832480	154568928	346147552	352210880	332969888	341969248	365281344	270000576	368062848	361399840	330088096	331673568	382538688	356304960	346404352	321622272	341988032	295755328	310207616	310475168	337513760	308480768
"phosphoenolpyruvate (PEP)"	192185	67115	191592	220581	155402	145406	172436	78476	160249	132443	173985	125501	217185	252662	297217	326875	115038	127693	257708	224959	181121	160414	177438	153922	175134	245396	178845	204207	245091	214851	412115	540756	727258	90916	593953	588159	362194	262139	406702	136359	553231	551752	303611	240679	284019	277303	310737	273849	451273	382062	1007746	1069007	1341617	1136193
"phosphoethanolamine"	1766351	2108936	2151927	2048737	2323590	2249384	2757839	2476054	3199393	3148444	3428194	3373960	2783976	2564890	2921923	2826276	2938378	2912109	3595880	3580544	3522825	3262517	3663645	3576421	4728702	5182126	5649943	4922953	5059139	5029382	1950048	1996860	2214053	739306	1976234	2260378	2640323	2547489	2393986	1445139	2119003	1959974	1897931	2192374	1991211	2105540	2014852	1980652	1373735	1363470	935443	1014654	1122391	1325289
"pipecolate"	NA	657495	697822	NA	201610	NA	166073	831349	NA	228360	417895	NA	802662	596986	205929	1091667	NA	835792	259232	NA	355365	NA	NA	NA	930730	226171	543209	NA	414144	629416	1042244	791130	837294	NA	521221	NA	275302	797080	721422	NA	NA	567967	896743	620571	NA	1026910	487056	NA	1138145	373892	917454	NA	1183195	1230090
"piperidine"	1362235	1382627	301939	2554008	1489459	513147	3089735	2832570	1519233	1580204	2574540	1056470	1980324	7178200	4517919	808968	1359057	936852	1217437	2378786	2666489	2276767	2711456	2015474	2520371	909259	983257	844374	1248156	2764769	2353447	2081296	2679534	1378615	1745085	1581472	3793459	1253960	2017990	5471499	9136300	1946072	4479879	6018655	844189	2779375	3626173	5871557	1976244	982569	4501853	4156219	6362560	805458
"proline"	284371584	384875520	359451328	244424976	228789696	253489936	340768960	336478336	319322464	217000432	307124736	251501792	511049536	531777504	425360608	521270208	380965344	532385888	433535104	308881504	238515136	308922688	281715712	313654304	433060448	243338448	380762016	296774272	356560736	437202656	647855168	561762624	768920320	123373832	651730368	545976384	598507456	611277184	642762240	311142848	612177920	526932896	570115328	530090624	371365120	522361568	363173984	374608608	845308096	535206944	1074949760	694867840	1016197184	1091605504
"propionylcarnitine"	20993632	22661412	20372720	20455652	15835495	18869172	20423924	18427298	18960836	18489186	15061670	17370044	31819426	35735388	28095786	32722752	22809612	32320988	25578954	25560626	18929572	18146064	21200858	23880126	25349580	21360884	20377016	16974370	21579632	22641128	46747568	47137920	56192524	10212195	47916976	55030704	30493872	36995768	42636508	19999016	43802404	43252056	35650992	32044200	30614842	32236268	31699968	30865584	59517420	46943688	83855824	62873116	90297280	86658528
"pterin"	26418	88658	49790	NA	NA	NA	34418	31828	69520	NA	23996	22553	86248	73664	NA	53041	62106	88854	56842	NA	37576	41244	37055	35995	60285	33377	60554	41351	29804	57843	69351	62609	131470	NA	47614	37838	65232	115328	67303	46035	NA	71547	53236	NA	49959	55669	39262	NA	153482	36979	110542	67475	67266	69807
"putrescine"	21755356	19143748	15237853	16356330	15085788	16056070	18164302	15414534	15713844	11129951	8562663	15309101	19679876	18490710	18653914	18216784	20169068	19106848	11919548	13283017	12728275	10517221	11098754	10087732	10004709	10670682	9589295	8285656	8569511	8620945	19371588	19492744	21340562	4656686	22863166	22452192	16870232	17668416	22145924	12311321	23181700	23610824	5940434	6853295	9372606	8491792	6936245	6671064	20187996	20344252	21353294	22846032	24022184	19733156
"pyridoxal"	662967	542851	312948	566367	400443	395306	541482	135910	416316	273621	711153	573143	768500	991366	1030858	1203805	777903	572741	835022	977075	362045	577177	636580	376775	1148873	984882	875386	582077	516165	622298	1513473	1395520	1778823	NA	2144589	1808507	945304	1074190	1313377	393066	1487272	1391296	819116	930456	550033	992866	1214859	977086	1490913	1579672	2726559	2340553	2988368	2351656
"pyridoxal phosphate"	30430	66812	NA	NA	NA	NA	NA	NA	NA	35429	58281	NA	117088	198218	81559	168539	127911	166262	87767	61326	26680	NA	NA	NA	129775	81988	85811	35917	86474	63492	132627	146454	247730	NA	153234	156672	156748	190091	124944	NA	170814	197849	57938	101440	54110	92372	NA	NA	188021	117061	293150	230617	188845	292656
"pyridoxamine"	633109	662728	1112019	699718	522029	759537	899989	825097	1018302	705720	515904	770979	1207101	1119342	960545	1492855	610313	1300001	1288140	822816	974901	642479	740566	900659	1346456	1002267	1247485	897034	1067250	1443055	816431	829116	2514565	455989	1322932	1883368	1477197	1589381	1238653	887971	1309678	1573973	1856636	1616276	1562056	1911640	1069972	1331102	1622982	1164929	2363893	1360407	1968043	3083920
"pyridoxamine phosphate"	NA	NA	45414	24234	43218	43075	NA	139582	NA	NA	NA	NA	144441	119022	NA	163158	NA	243767	87628	48271	78922	68616	44601	NA	45295	59172	51275	NA	NA	140273	152908	129176	268936	22071	104148	NA	67627	228415	177208	NA	105338	164692	192319	130714	105945	136447	44944	106992	181059	131724	129034	239485	243702	294961
"pyridoxine (Vitamin B6)"	1725375	1383420	2916030	2798083	2569957	2428541	2521027	1253041	2699914	1935848	3852143	2762157	2751375	2566474	3378425	3996856	1970703	2646669	3590513	2934132	1912832	2504003	2155666	2078557	3466702	2939452	3058837	2112339	2250692	3034251	3056994	2227322	5613008	836600	4785761	5511871	3013902	3556600	4250441	1595402	4728599	5436886	3317559	3040437	4244096	3398670	3745476	3686446	4185509	3608353	6241002	5703836	8569819	7113144
"pyroglutamine*"	1144759	1360752	1254188	1094066	1141659	1110990	1268791	1253356	1389495	1053608	818164	992330	1641786	1926858	1599274	1796187	1373618	2150466	1587533	1568808	1299136	993986	932171	1100953	1596581	1228191	1444256	265476	1137852	1476603	1680346	2540750	2723708	712836	2452187	2184157	2059233	2273075	1957874	1551810	1701582	1901014	1635177	1661140	1382970	1744098	1513670	830360	2955994	2446099	3591734	2497086	3407030	3328119
"pyruvate"	218213	146773	127513	191109	124779	134134	154098	152109	156398	207999	164267	149776	320124	312190	308143	386167	252252	285068	293746	341395	255826	200978	276272	273578	309488	352720	316099	285040	289169	291450	577021	622096	602921	165563	617684	619385	426093	429288	617392	286881	552710	657721	375632	306885	303672	309660	292021	310475	767986	667927	988559	1170428	1238288	1057070
"ribitol"	316259	233042	196623	283601	179345	NA	380371	169447	183979	284494	223899	331164	463181	278571	NA	475734	347377	248781	417844	435799	356384	307807	331501	295081	391501	399959	379703	398492	385856	608260	588339	506026	463470	120353	504419	430207	437411	361615	595354	333975	661411	413111	529146	335769	404164	434326	331335	320744	672163	615434	604954	912914	682292	NA
"ribonate"	4386646	2650424	2728274	3136909	2066303	2434449	2988174	2524841	2849975	2218441	2596093	3134358	4676233	3690393	4022662	5613491	2945289	3506199	4856920	6185712	3031269	3705266	4420424	3699411	5298585	5083003	4603005	3596676	4701920	4382824	5819496	6133877	6907014	1301860	5051591	7815276	3657071	3682371	6328898	2377369	5680169	5922757	5240363	4381003	4608058	5154056	4519441	3874162	8690679	7799030	9691334	9118944	10040921	8273026
"S-1-pyrroline-5-carboxylate"	NA	255361	239182	173731	193603	113929	263318	201307	264101	219632	NA	NA	246946	322177	NA	288166	282893	309097	333810	NA	266518	252895	NA	NA	304051	109299	303789	231261	NA	213964	NA	355003	512749	64947	348634	220576	316386	392200	205632	233229	349991	424195	173707	289316	328380	271169	NA	NA	499282	273843	616090	497642	459610	597147
"S-adenosylhomocysteine (SAH)"	113110	96704	109219	109116	81134	127931	109459	84139	94294	117291	44660	113261	294586	273446	385369	322152	241601	299506	162552	119656	204173	106097	131322	145052	140394	117404	158386	159551	94973	187846	430691	315474	411481	44125	355718	408369	289339	326753	377730	152311	300784	385577	129077	114383	181020	147216	90548	133933	422880	359483	478684	445435	334707	452642
"S-adenosylmethionine (SAM)"	193321	140894	161962	159252	130165	154165	176483	NA	203880	NA	NA	NA	380715	479957	258420	561256	227491	425272	219868	119640	215302	215251	151134	146064	368737	118115	256397	NA	104189	302693	446744	419741	615295	NA	387676	405207	307095	524347	405834	226361	315616	409356	231830	187135	168591	224664	169081	127946	477872	273803	817370	492302	451973	771430
"S-lactoylglutathione"	1071620	145363	691511	870985	814884	566947	1181313	92745	803412	1196775	829589	766426	847803	625262	1309211	2105944	430071	387620	1620622	1441451	815561	1217224	956000	774287	1432388	1720421	1340266	1581330	1761798	1046249	1695957	1827755	2566518	328632	2871939	2554438	1622070	930835	1595626	643227	2377662	3102332	1451540	1253108	1681146	1681042	1569939	1328327	1533586	808246	3444741	3729778	3253934	3893700
"S-methylglutathione"	90296	128922	215032	57528	53843	112068	126631	114492	NA	100993	NA	101173	597535	614633	487336	777386	302557	852428	280474	125833	251026	111621	134644	199836	317049	140460	238944	154549	110059	336042	541654	378327	1083603	NA	483144	656706	469099	673352	556821	131135	325532	537630	306891	162667	233901	301868	93267	142025	776056	470678	1252835	615582	597487	1228626
"S-nitrosoglutathione (GSNO)"	482194	1237900	694314	631736	408854	311067	645653	1210314	442153	355149	656148	453350	1931127	973393	1683878	1516684	1841665	1385314	977859	1068185	936749	852967	565270	349752	1227892	1104844	1368661	1169164	944701	669136	2192304	2035976	2193159	NA	1859551	1721522	1448079	1359512	1643757	NA	1388429	1745857	648189	721319	1562537	1174976	588666	336703	2059492	6746853	2804259	3184214	2731832	2091646
"salicylate"	3430330	3109885	3061475	3359916	2755127	2898053	3179750	2788574	2815675	3201198	2722358	2745667	2970827	3194877	2886380	3333173	3157424	2995328	2822314	3753871	3041192	2835486	3245898	3007735	2785904	3612226	3356471	3201440	3434907	2820967	3086229	3148998	2839415	808406	2821188	3476041	3091483	3094185	3377499	1709374	3014150	3287954	3352377	2964821	2892229	3212933	2744612	2942136	2827406	3285168	2963856	3333554	3577871	2752861
"sedoheptulose-7-phosphate"	NA	79178	148314	63291	50661	68119	120538	125106	158938	65488	61880	75182	81306	133347	43585	193569	52387	154383	111038	48124	61518	68743	63603	64502	177621	78320	95739	43592	94461	198479	53786	80322	150400	NA	78049	104843	89217	125026	88564	NA	75387	136258	102514	92725	55647	136253	43329	94754	174255	76053	278757	154078	169680	347552
"serine"	8872916	9244364	11084603	8447707	11868466	11371097	10951891	8925041	11366304	12629003	16642106	8851309	10396946	12625888	10506801	16719547	12479446	14280463	10721627	10194634	11238838	8494924	6674079	7386616	12268208	6831395	12412049	9117330	12171643	10798092	7783836	7688178	15926328	4048407	14471542	14278417	11958319	11078520	8224606	8379808	17332864	17636670	11475624	9397530	12461289	12365352	9736787	9903038	14842283	9604719	19060438	17442512	15072297	20703928
"serotonin"	109615	123754	130937	100267	NA	72427	121360	91621	79122	143463	205095	141604	163984	174197	105133	NA	49402	NA	96349	NA	NA	NA	104626	125029	96848	68944	NA	45645	114051	158715	98527	115864	174782	NA	101236	148267	119774	115567	160558	82712	55471	NA	106385	112144	NA	NA	253606	135706	380584	217015	318686	208273	346621	274131
"spermidine"	16599118	26087478	14649919	11309609	16977288	17901938	18281648	8610652	18002324	12792128	20491628	18173256	34923132	24655948	12811144	25445812	44695136	32934954	21131264	17656252	25161276	16910216	15653762	18849132	32239648	18068974	26755246	19294888	14936967	14465228	29987688	15593246	46675732	1592206	35645876	23972756	23486934	30963016	34190848	6800260	40358256	25582168	20065404	20159116	33669892	29079536	18807812	12079320	32008144	6946455	28614860	17370762	29268100	24686228
"spermine"	2014321	2939441	1400900	1103317	2900650	2547655	1518330	454232	2118099	1551324	5162652	1928597	4890391	2214017	1403640	2127246	6554191	3617723	2161801	2467751	1983005	2925028	1319056	2404394	2835919	1427888	2274591	3677665	2005120	910301	5687221	1934678	4602982	NA	5875583	3163070	2378575	1839648	4380473	198579	8719704	3545599	2042521	1576029	6176100	2606286	3587839	1728860	3410393	672309	3305641	2322125	5110996	2223961
"sphinganine"	343195	311967	238683	334410	348903	311951	321772	215513	224759	311926	287960	323204	174089	201700	217668	272928	222194	220259	238010	279193	221928	286981	274251	252937	194563	203343	174683	224198	301685	319864	276723	454208	256706	78453	402338	347092	240057	257113	344439	182127	338821	360948	286500	294450	343867	329583	302095	327309	439044	464598	439486	544632	631450	655297
"sphingomyelin (d18:1/14:0, d16:1/16:0)*"	1378569	1262040	1248301	1280708	1558986	1558942	1563918	976606	1176395	1361646	1318859	1186735	1366349	1752567	1977984	2002055	1953389	1756979	1565068	2111274	1936538	1940671	1534212	1630002	1346631	1938947	1405656	1808935	2042090	1717946	2315131	3390009	1884932	505673	2590135	2974860	2115589	2047813	2539246	1826438	2531421	3500808	1674079	2001411	2344657	1709900	1582647	2060415	2511662	2780505	2604784	3365888	3259448	3301464
"sphingomyelin (d18:1/15:0, d16:1/17:0)*"	966956	827043	751264	955483	921303	1033088	895921	702855	725720	912448	858139	990978	762744	933322	1131395	1255147	858044	915654	1027883	1145853	1103663	1123940	1011321	997517	713016	1117258	655868	1020029	1345896	1085572	1496155	1881844	952734	289246	1462639	1763272	1354033	1277951	1510509	926863	1187284	2097194	1052821	1117562	1354279	1144975	927452	1188973	1494333	2011941	1365410	2072269	2557140	2173463
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)"	959791	762690	772955	859939	998352	1039690	955279	615112	526463	921368	738856	899135	543711	842641	1044398	1254438	693918	881054	876509	1075794	1169889	1303524	960010	1135691	592439	1030227	634358	1007404	1236217	1114291	1072743	2256419	818678	249792	1247449	1623851	1624686	1799513	1243014	1044745	943722	1860327	1291365	1711154	1310940	1340027	904667	1513694	1569073	1922282	1065514	1871070	2097502	1945489
"sphingomyelin (d18:1/18:1, d18:2/18:0)"	592639	448987	444485	486573	569390	607592	613864	385820	344078	526956	444899	515138	411144	500978	559520	702199	527597	543685	584005	739756	573834	648231	478406	607969	357915	551898	439953	518820	729760	676308	712698	1321702	467953	100954	932260	940838	817101	865279	764066	556883	696900	1124771	792829	914035	659704	767607	598967	834731	827211	1078494	855329	1097506	1292967	1490806
